species,tree,branch,date,parent,order,bearing,opp_length_cm,declination,length_cm,path_length,diameter_mm,root_dia,no_twigs,no_spurs,no_scars,stem_m,tot_stem_m,twig_m,leaf_m,flower_m,length_ratio,diameter_ratio,mass_ratio
cherry,15,150,72,158,4,180,,0,23.5,107,13.8,,4,0,0,20.5,48.7,9.6,,,2.938,0.89,1.767
cherry,15,151,72,148,5,90,,35,67,91,6.4,,11,5,0,13.5,13.5,12.5,,,1.811,0.211,0.078
cherry,15,152,72,148,4,150,,20,24,136.5,26.1,,2,1,0,66.1,314.2,8.8,,,0.649,0.861,0.383
cherry,15,153,72,152,5,70,,35,31,80.5,5.1,,6,1,0,7.9,7.9,15.6,,,1.292,0.195,0.12
cherry,15,154,72,152,4,150,,15,15,112.5,24.3,,4,4,0,35.5,240.2,0.8,,,0.625,0.931,0.537
cherry,15,155,72,163,5,90,,5,89.5,119.5,9.5,,14,2,0,34.7,34.7,36.4,,,7.458,0.404,1.324
cherry,15,163,72,154,4,150,,20,12,97.5,23.5,,3,3,0,26.2,195.1,19.1,,,0.8,0.967,0.738
cherry,15,156,72,163,5,180,,-35,52,78,6.6,,12,3,3,14.8,14.8,13.5,,,4.333,0.281,0.565
cherry,15,157,72,163,4,140,,15,36.5,85.5,18.3,,9,4,0,48.5,119.4,,,,3.042,0.779,1.851
cherry,15,158,72,157,4,180,,0,8,49,15.5,,2,2,0,11.6,56.1,0.5,,,0.219,0.847,0.239
cherry,15,159,72,158,5,270,,45,13.5,41,6,,6,1,0,3.5,3.5,8.6,,,1.688,0.387,0.302
cherry,15,160,72,150,5,110,,35,54,83.5,6.7,,12,7,2,14.8,14.8,5.3,,,2.298,0.486,0.722
cherry,15,161,72,150,4,210,,5,31,73.5,9.7,,8,3,0,13.4,13.4,21.6,,,1.319,0.703,0.654
cherry,15,162,72,154,5,0,,90,41,80,6.2,,5,0,0,9.6,9.6,13.5,,,2.733,0.255,0.27
cherry,15,164,72,145,3,180,,0,77,103,11.9,,16,2,2,51.3,51.3,28.1,,,2.444,0.224,0.114
cherry,15,165,72,145,2,140,,60,11,228,53.9,,0,0,0,161.9,1859.4,0,,,0.349,1.015,0.36
cherry,15,166,72,165,3,250,,20,65,65,10.4,,21,3,7,46.8,46.8,39.5,,,5.909,0.193,0.289
cherry,15,167,72,165,3,70,,30,68,217,32.5,,21,3,2,382.2,784,107.4,,,6.182,0.603,2.361
cherry,15,168,72,165,2,120,,65,73,208,35.8,,1,0,0,374.2,866.7,194,,,6.636,0.664,2.311
cherry,15,169,72,168,3,10,,40,64,100.5,9.6,,17,5,2,33.8,33.8,34.9,,,0.877,0.268,0.09
cherry,15,170,72,168,2,120,,75,21,135,36.5,,6,1,4,120,458.7,23.5,,,0.288,1.02,0.321
cherry,15,171,72,170,3,300,,40,65.5,102,11.7,,59,9,5,36.1,36.1,39.1,,,3.119,0.321,0.301
cherry,15,172,72,170,3,200,,20,63.5,63.5,10.8,,15,2,2,34.3,34.3,27,,,3.024,0.296,0.286
cherry,15,173,72,170,3,90,,0,86,86,8.3,,19,7,0,41.8,41.8,25,,,4.095,0.227,0.348
cherry,15,174,72,170,3,120,,-25,44.5,94.5,8.2,,8,3,0,16.7,16.7,15.2,,,2.119,0.225,0.139
cherry,15,175,72,170,3,80,,15,66,114,10.3,,21,6,3,43.6,43.6,45.3,,,3.143,0.282,0.363
cherry,15,176,72,170,2,120,,75,27.5,104.5,21.8,,8,1,0,83.8,166.2,83.6,,,1.31,0.597,0.698
cherry,15,177,72,176,3,120,,75,67,67,12.3,,26,12,3,48.8,48.8,33.9,,,2.436,0.564,0.582
cherry,15,178,72,176,3,40,,30,66,77,10.3,,12,5,0,33.6,33.6,34.9,,,2.4,0.472,0.401
cherry,15,179,72,167,4,240,,60,70,105,11.1,,19,7,2,54.1,54.1,64.7,,,1.029,0.342,0.142
cherry,15,180,72,167,4,20,,35,130,130,9,,22,11,0,70.1,70.1,66.7,,,1.912,0.277,0.183
cherry,15,181,72,167,4,110,,0,126.5,126.5,9,,22,0,0,55.1,55.1,34.7,,,1.86,0.277,0.144
cherry,15,182,72,167,3,90,,45,45.5,149,22,,13,6,3,111.9,222.5,44.2,,,0.669,0.677,0.293
cherry,15,183,72,182,4,30,,25,42,93,10.7,,12,4,1,29.9,29.9,42.4,,,0.923,0.486,0.267
cherry,15,184,72,182,3,120,,15,81.5,103.5,11.5,,33,21,1,56.9,56.9,58.7,,,1.791,0.523,0.508
cherry,15,185,72,182,4,120,,-10,67,92,7.5,,17,7,2,23.8,23.8,14.4,,,1.473,0.341,0.213
cherry,15,186,73,73,2,0,,50,88,464,98,,14,0,13,5125.2,15266.8,1.2,,,5.029,0.651,2.993
cherry,15,187,73,186,3,60,,45,29,200,32,,10,0,8,171.9,406.3,16.8,,,0.33,0.327,0.034
cherry,15,188,73,187,4,120,,25,171,171,16.6,,0,0,0,234.4,234.4,76.6,,,5.897,0.519,1.364
cherry,15,189,73,186,2,10,,75,51,376,92.8,,9,0,7,2434.2,9735.3,7.2,,,0.58,0.947,0.475
cherry,15,190,73,189,3,80,,30,60,325,56.4,,11,1,5,1112.1,3075.4,39.5,,,1.176,0.608,0.457
cherry,15,191,73,190,4,180,,45,29,212,32.3,,5,2,1,171.2,540.8,17.1,,,0.483,0.573,0.154
cherry,15,192,73,191,5,120,,25,95.5,140.5,12.1,,33,12,4,99.5,99.5,71.8,,,3.293,0.375,0.581
cherry,15,193,73,191,4,180,,50,29,183,25.4,,5,0,4,80.7,270.1,8.2,,,1,0.786,0.471
cherry,15,194,73,193,5,290,,15,49,76.5,7.9,,12,8,0,12.8,12.8,16.6,,,1.69,0.311,0.159
cherry,15,195,73,193,4,160,,45,12.5,154,22.8,,5,1,2,34.8,176.6,38,,,0.431,0.898,0.431
cherry,15,196,73,195,5,230,,25,51,89,10,,14,2,2,31.7,31.7,39.5,,,4.08,0.439,0.911
cherry,15,197,73,195,4,150,,30,141.5,141.5,13.6,,44,25,2,110.1,110.1,102.4,,,11.32,0.596,3.164
cherry,15,198,73,190,3,80,,65,19,265,51.7,,3,0,1,243.8,1422.5,28.7,,,0.317,0.917,0.219
cherry,15,199,73,198,4,100,,15,87,124.5,11.3,,25,6,0,73.4,73.4,68.7,,,4.579,0.219,0.301
cherry,15,200,73,198,3,80,,65,18.5,246,46.8,,6,0,5,243.9,1105.3,1.2,,,0.974,0.905,1
cherry,15,201,73,200,4,100,,30,39,227.5,41,,6,1,0,348,861.4,28.7,,,2.108,0.876,1.427
cherry,15,202,73,201,5,110,,0,102,125.5,9.4,,29,11,2,68.7,68.7,48,,,2.615,0.229,0.197
cherry,15,203,73,201,4,90,,45,40,188.5,31,,18,8,1,174.1,444.7,101.5,,,1.026,0.756,0.5
cherry,15,204,73,203,5,340,,45,75,101,11.3,,26,8,2,52.9,52.9,41.8,,,1.875,0.365,0.304
cherry,15,205,73,203,4,110,,45,31.5,148.5,24,,6,4,0,54.9,217.7,25,,,0.788,0.774,0.315
cherry,15,206,73,205,5,190,,15,56,88,8.8,,7,1,0,29.8,29.8,27,,,1.778,0.367,0.543
cherry,15,207,73,205,5,140,,0,86.5,86.5,8,,8,4,0,26.7,26.7,16.9,,,2.746,0.333,0.486
cherry,15,208,73,205,5,20,,0,56,83,6.4,,9,4,0,16.6,16.6,13.3,,,1.778,0.267,0.302
cherry,15,209,73,205,4,90,,55,117,117,1.2,,27,16,0,89.7,89.7,83.7,,,3.714,0.05,1.634
cherry,15,210,73,189,2,,,,19.5,289.5,84.5,,2,0,1,636.8,3214.2,8.1,,,0.382,0.911,0.262
cherry,15,211,73,210,3,50,,35,70,270,44.3,,19,1,6,1011.3,1787,94.9,,,3.59,0.524,1.588
cherry,15,212,73,211,4,350,,10,95,137,16,,33,13,2,127.8,127.8,182.5,,,1.357,0.361,0.126
cherry,15,213,73,211,4,30,,40,39,200,39.3,,12,1,3,288.5,647.9,158.6,,,0.557,0.887,0.285
cherry,15,214,73,213,5,120,,20,118,143,12.2,,33,12,1,131.4,131.4,135.1,,,3.026,0.31,0.455
cherry,15,215,73,213,4,10,,50,25,161,28.8,,6,0,0,99.4,228,58,,,0.641,0.733,0.345
cherry,15,216,73,215,5,240,,80,41,59,8.7,,10,4,0,19.6,19.6,70.8,,,1.64,0.302,0.197
cherry,15,217,73,215,4,50,,15,39,136,23.5,,19,2,0,109,109,293.4,,,1.56,0.816,1.097
cherry,15,218,74,210,3,10,,10,26,195,49.4,,8,2,1,269.9,790.4,72.3,,,1.333,0.585,0.424
cherry,15,219,74,218,4,310,,30,82,105,12.3,,29,5,7,62.9,62.9,77.6,,,3.154,0.249,0.233
cherry,15,220,74,218,3,10,,15,46,169,30.5,,13,1,0,231.1,457.6,139.6,,,1.769,0.617,0.856
cherry,15,221,74,220,4,310,,30,123,123,14.6,,36,9,3,128.2,128.2,95.3,,,2.674,0.479,0.555
cherry,15,222,74,220,3,10,,0,52,52,24.8,,16,5,0,98.3,98.3,226.8,,,1.13,0.813,0.425
cherry,15,223,74,189,3,0,,90,55,260,39.3,,9,0,1,535.8,1011.5,147.7,,,1.078,0.423,0.22
cherry,15,224,74,223,4,260,,65,67.5,188.5,25.9,,18,2,1,201.9,201.9,333.8,,,1.227,0.659,0.377
cherry,15,225,74,223,4,0,,90,37,205,28.2,,2,0,1,104.5,273.8,64.4,,,0.673,0.718,0.195
cherry,15,226,74,225,5,10,,50,82.5,132.5,12.9,,25,12,2,85.1,85.1,99.3,,,2.23,0.457,0.814
cherry,15,227,74,225,4,320,,50,37,168,22.8,,15,3,2,84.2,84.2,226.4,,,1,0.809,0.806
cherry,15,228,74,240,3,130,,45,76.5,213,46.9,,14,2,0,235.7,927.6,106.3,,,3.06,0.545,0.293
cherry,15,229,74,228,4,100,,0,95,95,11.8,,27,8,5,107.4,107.4,100.6,,,1.242,0.252,0.456
cherry,15,230,74,228,3,100,,35,60,136.5,34.7,,18,3,1,347.5,584.5,253.9,,,0.784,0.74,1.474
cherry,15,231,74,230,4,10,,40,34,34,19.3,,11,1,3,59.5,59.5,173.8,,,0.567,0.556,0.171
cherry,15,232,74,230,3,90,,35,39,76.5,23.7,,14,6,1,105.8,177.5,64.2,,,0.65,0.683,0.304
cherry,15,233,74,232,4,150,,55,29.5,29.5,15.8,,7,0,0,39.4,39.4,104.5,,,0.756,0.667,0.372
cherry,15,237,74,146,4,310,,0,28,120.5,21.3,,5,0,3,64.4,166.5,2.2,,,0.651,0.769,0.395
cherry,15,234,74,232,3,90,,15,37.5,37.5,11.8,,14,3,0,32.3,32.3,53.4,,,0.962,0.498,0.305
cherry,15,235,74,237,5,340,,20,92.5,92.5,8.4,,19,1,5,46.1,46.1,27.9,,,3.304,0.394,0.716
cherry,15,236,74,237,4,270,,0,59,59,14.2,,21,4,6,56,56,76.3,,,2.107,0.667,0.87
cherry,15,238,74,147,2,240,,80,31.5,378.5,95.3,,7,0,7,1332.6,8356.8,,,,0.9,1.047,1.037
cherry,15,239,74,238,3,250,,15,64,64,9.2,,17,2,6,39,39,53.8,,,2.032,0.097,0.029
cherry,15,240,74,238,2,210,,60,25,347,86,,6,0,6,804.2,6985.2,16.7,,,0.794,0.902,0.603
cherry,15,241,74,240,2,230,,60,15.5,322,73.3,,1,0,0,460.7,5238.2,4.2,,,0.62,0.852,0.573
cherry,15,242,74,241,3,330,,0,57.5,159.5,17.8,,15,2,5,88.2,88.2,158.4,,,3.71,0.243,0.191
cherry,15,243,74,241,2,260,,45,25,306.5,72,,7,0,2,576.1,4689.3,14.7,,,1.613,0.982,1.25
cherry,15,244,74,243,3,0,,0,42,126,10.9,,10,1,4,29.2,29.2,77,,,1.68,0.151,0.051
cherry,15,245,74,243,3,320,,65,25,192.5,34.7,,8,0,3,187.4,1342.8,18.3,,,1,0.482,0.325
cherry,15,246,74,245,4,310,,25,63.5,136.5,15.7,,15,0,2,860,860,131.3,,,2.54,0.452,4.589
cherry,15,247,74,245,4,270,,30,76,76,20.6,,17,4,3,119.1,119.1,170.5,,,3.04,0.594,0.636
cherry,15,248,74,245,4,150,,40,17.5,167.5,23.1,,3,0,2,51.6,176.3,2.7,,,0.7,0.666,0.275
cherry,15,249,74,248,5,180,,55,81.5,81.5,12.4,,26,4,14,56.4,56.4,60.2,,,4.657,0.537,1.093
cherry,15,250,74,248,5,160,,65,55,150,15.7,,16,3,6,68.3,68.3,142.3,,,3.143,0.68,1.324
cherry,15,251,74,243,3,150,,55,40,281.5,57.7,,5,0,5,667.6,2741.2,152,,,1.6,0.801,1.159
cherry,15,252,74,251,4,30,,45,100,181,22.4,,25,12,5,220.5,220.5,250.4,,,2.5,0.388,0.33
cherry,15,253,74,251,4,240,,35,26,184,35.9,,2,0,1,171,723.1,2,,,0.65,0.622,0.256
cherry,15,254,74,253,5,170,,15,78,121,13.2,,23,7,5,70,70,58.5,,,3,0.368,0.409
cherry,15,255,74,253,4,240,,55,31,158,31.2,,9,3,0,202.8,482.1,48.5,,,1.192,0.869,1.186
cherry,15,256,74,255,5,110,,35,47,113,15.3,,11,2,0,56.1,56.1,139.7,,,1.516,0.49,0.277
cherry,15,257,74,255,4,280,,60,34,127,26.3,,10,3,0,114.8,223.2,54.4,,,1.097,0.843,0.566
cherry,15,258,74,257,5,190,,20,45,85,11.4,,11,1,0,34,34,96.3,,,1.324,0.433,0.296
cherry,15,259,74,257,4,250,,50,93,93,13,,31,21,2,74.4,74.4,4.2,,,2.735,0.494,0.648
cherry,15,260,74,251,3,120,,35,33,241.5,43.6,,6,0,3,350.4,1130,31,,,0.825,0.756,0.525
cherry,15,261,74,260,4,50,,0,105.5,105.5,10.8,,26,7,2,54,54,41.4,,,3.197,0.248,0.154
cherry,15,262,74,260,3,100,,45,35,208.5,42.9,,10,2,1,267.3,725.6,441.4,,,1.061,0.984,0.763
cherry,15,263,74,262,4,70,,60,108,173.5,22.5,,27,7,5,232.3,232.3,269,,,3.086,0.524,0.869
cherry,15,264,74,262,3,120,,45,102,128,19.5,,39,8,0,226,226,399.3,,,2.914,0.455,0.845
cherry,15,265,66,100,6,30,45,,17,17,9.9,,5,4,0,7.5,7.5,1.4,,,0.43,0.664,0.141
